,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
34936,ז'בוטינסקי 5,1,3.0,3,59.74,415000,3926,830,16,28,08,2007
34940,הכינור 7,1,3.0,3,65.86,1210000,5183,9,34,13,04,2010
34941,הכינור 7,1,3.0,3,65.86,795000,5183,9,34,11,12,2007
34942,הכינור 7,1,3.0,3,65.86,746000,5183,9,34,24,06,2004
34947,חמדיה 6,1,3.0,3,65.0,900000,5387,54,16,11,04,2010
34948,חמדיה 6,1,3.0,3,65.0,800000,5387,54,16,13,02,2008
34949,חמדיה 6,1,3.0,3,65.0,616000,5387,54,16,06,08,2006
34950,חמדיה 6,1,3.0,3,65.0,661000,5387,54,16,28,07,1999
34957,הנחשול 75,1,3.0,9,75.02,1065000,6823,177,34,28,03,2010
34958,הנחשול 75,1,3.0,9,75.02,702000,6823,177,34,06,01,2003
34962,הנרקיס 24,1,3.0,5,60.9,863000,5036,17,49,26,03,2010
34963,הנרקיס 24,1,3.0,5,60.9,533000,5036,17,49,15,10,2003
34964,פיין בנימין 4,1,3.0,3,59.1,700000,3923,288,10,24,03,2010
34965,פיין בנימין 4,1,3.0,3,59.1,440000,3923,288,10,22,08,2001
34967,הורוביץ 4,1,3.0,2,66.03,890000,3926,371,4,23,03,2010
34968,הורוביץ 4,1,3.0,2,66.03,800000,3926,371,4,06,02,2009
34969,כורש 9,1,3.0,5,78.12,1020000,5031,6,20,22,03,2010
34970,כורש 9,1,3.0,5,78.12,565000,5031,6,20,24,11,1998
34974,הצבעוני 15,1,3.0,1,65.0,920000,5036,75,4,21,03,2010
34975,הצבעוני 15,1,3.0,1,65.0,482000,5036,75,4,26,07,2001
34976,שפרינצק 5,1,3.0,2,63.2,930000,3923,290,5,21,03,2010
34977,שפרינצק 5,1,3.0,2,63.2,506000,3923,290,5,02,08,2005
34978,שפרינצק 5,1,3.0,2,63.2,564000,3923,290,5,25,02,2002
34979,הנרקיס 16,1,3.0,5,59.5,915000,5036,8,42,18,03,2010
34980,הנרקיס 16,1,3.0,5,59.5,535000,5036,8,42,17,10,2004
34984,ברניצקי נתן 21,1,3.0,4,69.57,865000,3926,901,10,16,03,2010
34985,ברניצקי נתן 21,1,3.0,4,69.57,563000,3926,901,10,12,06,1999
34988,דוד הראובני 3,1,3.0,1,66.41,810000,3931,32,2,15,03,2010
34989,דוד הראובני 3,1,3.0,1,66.41,540000,3931,32,2,16,03,2008
34990,דוד הראובני 3,1,3.0,1,66.41,628000,3931,32,2,30,11,2004
34994,הלפרין 12,1,3.0,2,59.5,855000,3928,113,5,11,03,2010
34995,הלפרין 12,1,3.0,2,59.5,505000,3928,113,5,04,10,2006
34996,ויניק 18,1,3.0,3,62.84,910000,3926,692,11,11,03,2010
34997,ויניק 18,1,3.0,3,62.84,555000,3926,692,11,20,01,2004
34998,ויניק 18,1,3.0,3,62.84,525000,3926,692,11,03,09,1998
34999,מעגל השלום 5,1,3.0,4,76.0,1350000,5096,6,16,11,03,2010
35000,מעגל השלום 5,1,3.0,4,76.0,1432000,5096,6,16,17,01,1999
35001,מעגל השלום 5,1,3.0,4,76.0,1082000,5096,6,16,10,01,1999
35003,יוחנן הסנדלר 12,1,3.0,5,67.88,950000,3929,936,20,10,03,2010
35004,יוחנן הסנדלר 12,1,3.0,5,67.88,1264000,3929,936,20,05,08,2001
35010,שרירא שמואל 30,1,3.0,4,65.3,692000,6286,152,8,07,03,2010
35011,שרירא שמואל 30,1,3.0,4,65.3,400000,6286,152,8,16,06,2008
35017,הורוביץ 39,1,3.0,2,59.3,960000,3926,620,5,01,03,2010
35018,הורוביץ 39,1,3.0,2,59.3,600000,3926,620,5,27,07,2009
35019,שיבת ציון 21,1,3.0,2,70.55,912000,3937,58,6,25,02,2010
35020,שיבת ציון 21,1,3.0,2,70.55,545000,3937,58,6,02,09,1999
35021,רוטשילד 66,1,3.0,1,48.0,600000,3945,262,2,25,02,2010
35022,רוטשילד 66,1,3.0,1,48.0,554000,3945,262,2,03,10,1999
35024,"הרשב""א 20",1,3.0,1,65.4,1070000,5115,26,68,25,02,2010
35025,"הרשב""א 20",1,3.0,1,65.4,703000,5115,26,68,18,08,2005
35028,ברניצקי נתן 33,1,3.0,2,79.77,925000,3926,982,7,24,02,2010
35029,ברניצקי נתן 33,1,3.0,2,79.77,596000,3926,982,7,16,07,2003
35035,קפלנסקי 4,1,3.0,4,63.0,725000,3926,716,14,22,02,2010
35036,קפלנסקי 4,1,3.0,4,63.0,421000,3926,716,14,02,12,2003
35039,טרומפלדור 22,1,3.0,2,61.0,880000,3928,333,3,21,02,2010
35040,טרומפלדור 22,1,3.0,2,61.0,537000,3928,333,3,21,08,2001
35042,הצופים 1,1,3.0,5,66.73,1070000,3939,429,9,21,02,2010
35043,הצופים 1,1,3.0,5,66.73,810000,3939,429,9,02,09,2007
35046,הזהבית 20,1,3.0,8,60.9,857000,5036,67,32,16,02,2010
35047,הזהבית 20,1,3.0,8,60.9,527000,5036,67,32,12,12,2001
35053,בן סרוק 2,1,3.0,6,65.4,1030000,5114,47,22,15,02,2010
35054,בן סרוק 2,1,3.0,6,65.4,650000,5114,47,22,16,03,2004
35060,ברון דבורה 8,1,3.0,4,69.38,980000,3945,613,14,10,02,2010
35061,ברון דבורה 8,1,3.0,4,69.38,486000,3945,613,14,11,05,2004
35062,הנגיד 20,1,3.0,4,65.4,1125000,5115,75,15,10,02,2010
35063,הנגיד 20,1,3.0,4,65.4,749000,5115,75,15,17,10,2007
35064,הנגיד 20,1,3.0,4,65.4,718000,5115,75,15,25,12,2002
35073,אלרואי 6,1,3.0,3,48.4,660000,3929,788,12,02,02,2010
35074,אלרואי 6,1,3.0,3,48.4,357000,3929,788,12,15,05,2007
35075,"ריב""ל 10",1,3.0,2,70.9,1050000,5114,36,8,31,01,2010
35076,"ריב""ל 10",1,3.0,2,70.9,798000,5114,36,8,02,10,2007
35077,"ריב""ל 10",1,3.0,2,70.9,728000,5114,36,8,06,12,2000
35078,רוטשילד 28,1,3.0,4,64.0,790000,3933,29,39,29,01,2010
35079,רוטשילד 28,1,3.0,4,64.0,430000,3933,29,39,25,03,2003
35084,העסיס 11,1,3.0,5,71.7,1110000,5038,11,54,27,01,2010
35085,העסיס 11,1,3.0,5,71.7,671000,5038,11,54,26,06,2003
35086,התזמורת 2,1,3.0,4,68.68,850000,5183,38,17,27,01,2010
35087,התזמורת 2,1,3.0,4,68.68,769000,5183,38,17,28,02,2002
35092,"בית""ר 5",1,3.0,2,57.53,850000,3928,222,4,21,01,2010
35093,"בית""ר 5",1,3.0,2,57.53,423000,3928,222,4,21,08,2000
35097,יהודה לייב 48,1,3.0,1,52.73,830000,3929,727,3,20,01,2010
35098,יהודה לייב 48,1,3.0,1,52.73,460000,3929,727,3,13,05,2007
35099,יהודה לייב 48,1,3.0,1,52.73,448000,3929,727,3,21,11,2004
35100,בן גוריון 35,1,3.0,3,80.4,1125000,3945,821,6,20,01,2010
35101,בן גוריון 35,1,3.0,3,80.4,587000,3945,821,6,20,08,2006
35102,בן גוריון 35,1,3.0,3,80.4,573000,3945,821,6,08,12,1998
35104,"הרשב""א 12",1,3.0,2,65.4,1200000,5115,78,7,20,01,2010
35105,"הרשב""א 12",1,3.0,2,65.4,699000,5115,78,7,04,05,2007
35113,שרירא שמואל 7,1,3.0,4,61.89,650000,6286,147,45,13,01,2010
35114,שרירא שמואל 7,1,3.0,4,61.89,465000,6286,147,45,16,01,2008
35117,המפוחית 6,1,3.0,1,68.7,1100000,5183,73,4,08,01,2010
35118,המפוחית 6,1,3.0,1,68.7,708000,5183,73,4,25,01,2004
35119,קלאוזנר יוסף 3,1,3.0,1,66.07,714000,4241,316,1,07,01,2010
35120,קלאוזנר יוסף 3,1,3.0,1,66.07,405000,4241,316,1,05,04,2000
35125,אבשלום 7,1,3.0,2,54.32,900000,3928,716,5,06,01,2010
35126,אבשלום 7,1,3.0,2,54.32,555000,3928,716,5,29,01,2008
35130,הרצל 93,1,3.0,7,52.8,718000,3925,674,72,05,01,2010
35131,הרצל 93,1,3.0,7,52.8,723000,3925,674,72,26,12,2001
35133,לנדאו חיים 4,1,3.0,3,72.3,700000,5037,46,6,01,01,2010
35134,לנדאו חיים 4,1,3.0,3,72.3,533000,5037,46,6,22,12,2004
35135,לנדאו חיים 4,1,3.0,3,72.3,533000,5037,46,6,06,05,1999
35137,רוטשילד 28,1,3.0,2,64.0,870000,3933,29,25,31,12,2009
35138,רוטשילד 28,1,3.0,2,64.0,409000,3933,29,25,21,12,2001
35139,הרב גורן 5,1,3.0,3,67.33,1200000,5116,27,55,30,12,2009
35140,הרב גורן 5,1,3.0,3,67.33,723000,5116,27,55,30,07,2003
35142,קפלנסקי 27,1,3.0,1,71.63,870000,3926,680,18,27,12,2009
35143,קפלנסקי 27,1,3.0,1,71.63,593000,3926,680,18,12,02,1999
35146,ברניצקי נתן 39,1,3.0,2,62.45,855000,3926,907,8,24,12,2009
35147,ברניצקי נתן 39,1,3.0,2,62.45,604000,3926,907,8,09,09,2004
35150,קרן היסוד 19,1,3.0,3,80.0,935000,3928,560,9,23,12,2009
35151,קרן היסוד 19,1,3.0,3,80.0,591000,3928,560,9,19,12,2006
35152,קרן היסוד 19,1,3.0,3,80.0,564000,3928,560,9,07,04,1998
35154,קלישר 14,1,3.0,1,70.0,1086000,5116,43,3,22,12,2009
35155,קלישר 14,1,3.0,1,70.0,748000,5116,43,3,25,11,2002
35156,הרברט סמואל 12,1,3.0,4,60.37,743000,3930,122,11,21,12,2009
35157,הרברט סמואל 12,1,3.0,4,60.37,466000,3930,122,11,01,04,2002
35159,נעמן 1,1,3.0,1,62.7,920000,3928,559,1,18,12,2009
35160,נעמן 1,1,3.0,1,62.7,740000,3928,559,1,07,09,2009
35161,הלל נפתלי 6,1,3.0,2,57.46,855000,3934,134,7,17,12,2009
35162,הלל נפתלי 6,1,3.0,2,57.46,514000,3934,134,7,07,11,2004
35163,הלל נפתלי 6,1,3.0,2,57.46,441000,3934,134,7,31,12,2001
35164,"הרשב""א 6",1,3.0,10,69.02,1200000,5115,32,40,17,12,2009
35165,"הרשב""א 6",1,3.0,10,69.02,820000,5115,32,40,29,11,2007
35166,טופורובסקי 4,1,3.0,1,68.64,1080000,3936,111,1,09,12,2009
35167,טופורובסקי 4,1,3.0,1,68.64,595000,3936,111,1,26,01,2005
35172,קרל נטר 20,1,3.0,3,64.25,840000,3928,709,10,06,12,2009
35173,קרל נטר 20,1,3.0,3,64.25,503000,3928,709,10,09,01,2005
35174,קרל נטר 20,1,3.0,3,64.25,527000,3928,709,10,25,01,1998
35181,אוסישקין 26,1,3.0,4,65.98,730000,3928,80,18,01,12,2009
35182,אוסישקין 26,1,3.0,4,65.98,509000,3928,80,18,28,12,1998
35183,רוטשילד 75,1,3.0,1,81.55,875000,3926,91,3,01,12,2009
35184,רוטשילד 75,1,3.0,1,81.55,649000,3926,91,3,11,06,2002
35185,החייל האלמוני 8,1,3.0,1,55.7,875000,3925,436,4,30,11,2009
35186,החייל האלמוני 8,1,3.0,1,55.7,560000,3925,436,4,06,12,1998
35187,גורדון 30,1,3.0,3,57.99,700000,3945,535,13,29,11,2009
35188,גורדון 30,1,3.0,3,57.99,483000,3945,535,13,13,08,2007
35191,קפלנסקי 41,1,3.0,3,68.69,770000,3926,1080,12,26,11,2009
35192,קפלנסקי 41,1,3.0,3,68.69,620000,3926,1080,12,12,02,2008
35193,קפלנסקי 41,1,3.0,3,68.69,562000,3926,1080,12,21,09,1999
35195,הרותם 13,1,3.0,2,62.1,850000,5036,31,27,24,11,2009
35196,הרותם 13,1,3.0,2,62.1,542000,5036,31,27,24,05,2005
35199,הייסמן 1,1,3.0,2,60.26,780000,3930,375,8,18,11,2009
35200,הייסמן 1,1,3.0,2,60.26,530000,3930,375,8,11,10,2001
35202,הרב מימון 4,1,3.0,3,77.53,1150000,3929,1083,9,17,11,2009
35203,הרב מימון 4,1,3.0,3,77.53,800000,3929,1083,9,11,09,2007
35204,אחיעזר 4,1,3.0,4,53.04,728000,3929,743,29,16,11,2009
35205,אחיעזר 4,1,3.0,4,53.04,422000,3929,743,29,16,09,2007
35208,ז'בוטינסקי 3,1,3.0,3,52.6,732000,3926,831,22,12,11,2009
35209,ז'בוטינסקי 3,1,3.0,3,52.6,492000,3926,831,22,28,04,2003
35216,חמדיה 6,1,3.0,3,65.0,970000,5387,54,8,05,11,2009
35217,חמדיה 6,1,3.0,3,65.0,629000,5387,54,8,13,01,2002
35218,בן סרוק 16,1,3.0,6,65.4,1100000,5114,46,21,05,11,2009
35219,בן סרוק 16,1,3.0,6,65.4,670000,5114,46,21,03,01,2005
35221,בית לחם 4,1,3.0,1,58.71,845000,3930,120,3,01,11,2009
35222,בית לחם 4,1,3.0,1,58.71,505000,3930,120,3,26,12,1998
35223,מבצע נחשון 10,1,3.0,5,70.9,1142000,5384,52,20,01,11,2009
35224,מבצע נחשון 10,1,3.0,5,70.9,778000,5384,52,20,04,08,2004
35225,חלץ 7,1,3.0,3,72.57,860000,3945,77,20,29,10,2009
35226,חלץ 7,1,3.0,3,72.57,501000,3945,77,20,03,04,1998
35227,פינשטיין יונה צבי 17,1,3.0,1,69.0,920000,6288,108,27,28,10,2009
35228,פינשטיין יונה צבי 17,1,3.0,1,69.0,602000,6288,108,27,29,07,2004
35229,ברנדיס 7,1,3.0,4,52.73,635000,3929,729,15,27,10,2009
35230,ברנדיס 7,1,3.0,4,52.73,369000,3929,729,15,15,01,2007
35231,ברנדיס 7,1,3.0,4,52.73,429000,3929,729,15,05,03,2001
35233,מעגל השלום 25,1,3.0,3,76.0,1315000,5096,3,61,26,10,2009
35234,מעגל השלום 25,1,3.0,3,76.0,870000,5096,3,61,05,05,2002
35235,ברזילי 5,1,3.0,1,70.5,1065000,3945,69,1,25,10,2009
35236,ברזילי 5,1,3.0,1,70.5,550000,3945,69,1,02,12,2001
35238,מבצע נחשון 2,1,3.0,6,75.0,1145000,5384,48,23,20,10,2009
35239,מבצע נחשון 2,1,3.0,6,75.0,805000,5384,48,23,30,10,2007
35245,קרון אהרון 32,1,3.0,4,64.32,747000,3925,296,15,13,10,2009
35246,קרון אהרון 32,1,3.0,4,64.32,451000,3925,296,15,08,03,1999
35249,האיריס 20,1,3.0,7,61.64,820000,5036,93,60,12,10,2009
35250,האיריס 20,1,3.0,7,61.64,598000,5036,93,60,10,08,2005
35252,מוהליבר 17,1,3.0,4,81.28,730000,3933,229,12,05,10,2009
35253,מוהליבר 17,1,3.0,4,81.28,401000,3933,229,12,20,05,2001
35255,קורצ'ק יאנוש 12,1,3.0,5,64.0,780000,7282,308,17,01,10,2009
35256,קורצ'ק יאנוש 12,1,3.0,5,64.0,437000,7282,308,17,20,08,2007
35257,מעגל השלום 17,1,3.0,3,76.0,1475000,5096,4,10,01,10,2009
35258,מעגל השלום 17,1,3.0,3,76.0,936000,5096,4,10,13,09,2006
35264,יוחנן הסנדלר 10,1,3.0,5,72.62,965000,3929,938,17,25,09,2009
35265,יוחנן הסנדלר 10,1,3.0,5,72.62,575000,3929,938,17,07,05,2000
35268,טרכטנברג 5,1,3.0,4,57.6,763000,3928,682,18,22,09,2009
35269,טרכטנברג 5,1,3.0,4,57.6,502000,3928,682,18,22,02,2002
35273,ז'בוטינסקי 6,1,3.0,3,54.0,715000,3925,197,8,16,09,2009
35274,ז'בוטינסקי 6,1,3.0,3,54.0,434000,3925,197,8,28,01,1999
35275,קרן היסוד 23,1,3.0,3,56.28,890000,3928,562,9,16,09,2009
35276,קרן היסוד 23,1,3.0,3,56.28,597000,3928,562,9,07,10,2002
35277,רוטשילד 93,1,3.0,2,62.58,810000,3926,152,15,16,09,2009
35278,רוטשילד 93,1,3.0,2,62.58,615000,3926,152,15,03,03,2008
35279,קאפח 3,1,3.0,12,65.0,1100000,5114,34,131,16,09,2009
35280,קאפח 3,1,3.0,12,65.0,717000,5114,34,131,09,02,2004
35281,קאפח 3,1,3.0,12,65.0,683000,5114,34,131,10,11,1998
35282,הקלרנית 1,1,3.0,4,64.27,1070000,5183,34,17,15,09,2009
35283,הקלרנית 1,1,3.0,4,64.27,733000,5183,34,17,18,11,2002
35285,הצבעוני 12,1,3.0,4,63.1,900000,5036,69,8,14,09,2009
35286,הצבעוני 12,1,3.0,4,63.1,599000,5036,69,8,08,11,2000
35287,רוטשילד 58,1,3.0,1,76.44,1079000,3934,98,10,13,09,2009
35288,רוטשילד 58,1,3.0,1,76.44,905000,3934,98,10,28,09,2008
35290,הקלרנית 3,1,3.0,1,64.27,950000,5183,34,34,08,09,2009
35291,הקלרנית 3,1,3.0,1,64.27,697000,5183,34,34,13,02,2003
35293,"עגנון ש""י 13",1,3.0,2,42.0,440000,7281,87,15,07,09,2009
35294,"עגנון ש""י 13",1,3.0,2,42.0,456000,7281,87,15,29,01,2001
35295,שניאור זלמן 28,1,3.0,4,47.4,547000,7281,59,27,07,09,2009
35296,שניאור זלמן 28,1,3.0,4,47.4,587000,7281,59,27,01,11,2002
35297,משמר הירדן 27,1,3.0,2,55.69,700000,3939,128,3,07,09,2009
35298,משמר הירדן 27,1,3.0,2,55.69,578000,3939,128,3,26,05,2009
35299,וולפסון 1,1,3.0,1,62.23,900000,3926,260,4,07,09,2009
35300,וולפסון 1,1,3.0,1,62.23,710000,3926,260,4,31,12,2002
35304,אלתרמן 2,1,3.0,1,65.0,980000,5117,73,3,03,09,2009
35305,אלתרמן 2,1,3.0,1,65.0,657000,5117,73,3,12,08,2003
35306,אלתרמן 2,1,3.0,1,65.0,643000,5117,73,3,27,01,2000
35307,בית לחם 3,1,3.0,3,63.07,865000,3930,116,8,02,09,2009
35308,בית לחם 3,1,3.0,3,63.07,1288000,3930,116,8,05,06,2005
35309,בית לחם 3,1,3.0,3,63.07,605000,3930,116,8,19,12,2002
35310,בית לחם 3,1,3.0,3,63.07,544000,3930,116,8,10,12,1998
35313,אחד העם 25,1,3.0,2,61.56,765000,3932,56,14,01,09,2009
35314,אחד העם 25,1,3.0,2,61.56,484000,3932,56,14,15,03,2007
35315,תל חי 29,1,3.0,2,71.11,817000,3928,660,10,01,09,2009
35316,תל חי 29,1,3.0,2,71.11,617000,3928,660,10,05,04,1999
35317,הקלרנית 9,1,3.0,3,66.21,1100000,5183,32,9,01,09,2009
35318,הקלרנית 9,1,3.0,3,66.21,723000,5183,32,9,31,03,2002
35323,ברנדיס 8,1,3.0,3,81.0,778000,3929,1003,8,30,08,2009
35324,ברנדיס 8,1,3.0,3,81.0,770000,3929,1003,8,07,10,2008
35325,ברנדיס 8,1,3.0,3,81.0,1157000,3929,1003,8,17,11,2002
35329,"ניל""י 1",1,3.0,1,66.48,780000,3928,231,4,26,08,2009
35330,"ניל""י 1",1,3.0,1,66.48,554000,3928,231,4,02,01,2005
35334,פיין בנימין 1,1,3.0,2,60.26,850000,3923,304,8,25,08,2009
35335,פיין בנימין 1,1,3.0,2,60.26,503000,3923,304,8,10,06,2003
35337,אלתרמן 16,1,3.0,1,64.0,1045000,5117,80,5,25,08,2009
35338,אלתרמן 16,1,3.0,1,64.0,739000,5117,80,5,18,03,2002
35339,הרב נורוק 5,1,3.0,3,44.0,540000,7282,13,20,24,08,2009
35340,הרב נורוק 5,1,3.0,3,44.0,441000,7282,13,20,11,11,1999
35341,אביעזר 10,1,3.0,2,65.36,813000,6286,148,56,24,08,2009
35342,אביעזר 10,1,3.0,2,65.36,515000,6286,148,56,24,07,2003
35345,ויתקין 9,1,3.0,2,80.54,775000,3929,19,7,23,08,2009
35346,ויתקין 9,1,3.0,2,80.54,590000,3929,19,7,12,08,2007
35349,מבצע קדש 5,1,3.0,4,62.14,700000,3945,668,15,21,08,2009
35350,מבצע קדש 5,1,3.0,4,62.14,466000,3945,668,15,21,07,2002
35351,הנרקיס 24,1,3.0,6,60.9,800000,5036,17,53,20,08,2009
35352,הנרקיס 24,1,3.0,6,60.9,537000,5036,17,53,20,11,2007
35353,הנרקיס 24,1,3.0,6,60.9,634000,5036,17,53,19,12,2002
35356,"הרשב""א 16",1,3.0,8,70.0,1175000,5115,27,30,19,08,2009
35357,"הרשב""א 16",1,3.0,8,70.0,764000,5115,27,30,10,05,2004
35358,"הרשב""א 16",1,3.0,8,70.0,798000,5115,27,30,18,06,2002
35361,"תרמ""ב 21",1,3.0,1,66.85,825000,3928,303,4,18,08,2009
35362,"תרמ""ב 21",1,3.0,1,66.85,592000,3928,303,4,23,09,2003
35363,"תרמ""ב 21",1,3.0,1,66.85,525000,3928,303,4,25,03,1999
35364,הרב קוק 3,1,3.0,3,64.8,860000,3932,121,12,17,08,2009
35365,הרב קוק 3,1,3.0,3,64.8,576000,3932,121,12,21,08,2003
35368,הברון הירש 19,1,3.0,0,48.62,735000,3928,505,4,16,08,2009
35369,הברון הירש 19,1,3.0,0,48.62,487000,3928,505,4,03,05,2007
35370,הקוקיה 2,1,3.0,1,65.6,850000,6287,153,38,16,08,2009
35371,הקוקיה 2,1,3.0,1,65.6,545000,6287,153,38,04,03,1998
35374,הגדוד העברי 29,1,3.0,3,68.59,815000,3932,68,7,14,08,2009
35375,הגדוד העברי 29,1,3.0,3,68.59,515000,3932,68,7,22,11,1998
35376,קפלנסקי 41,1,3.0,1,68.69,775000,3926,1080,4,13,08,2009
35377,קפלנסקי 41,1,3.0,1,68.69,597000,3926,1080,4,20,06,2002
35378,גשר 5,1,3.0,5,64.1,960000,5387,22,45,13,08,2009
35379,גשר 5,1,3.0,5,64.1,682000,5387,22,45,27,06,2002
35382,מורדי הגטאות 40,1,3.0,0,61.2,800000,4242,526,16,12,08,2009
35383,מורדי הגטאות 40,1,3.0,0,61.2,518000,4242,526,16,14,10,2001
35384,עמיר 5,1,3.0,2,66.0,1130000,5388,22,14,12,08,2009
35385,עמיר 5,1,3.0,2,66.0,716000,5388,22,14,21,11,2002
35389,קרן קימת 13,1,3.0,3,66.81,835000,3928,109,9,09,08,2009
35390,קרן קימת 13,1,3.0,3,66.81,540000,3928,109,9,04,05,1999
35396,הרב סובהי 11,1,3.0,4,65.47,550000,3932,180,8,06,08,2009
35397,הרב סובהי 11,1,3.0,4,65.47,347000,3932,180,8,22,08,2001
35398,הכינור 4,1,3.0,1,68.5,1030000,5183,7,3,05,08,2009
35399,הכינור 4,1,3.0,1,68.5,734000,5183,7,3,16,05,2004
35403,סוקולוב 6,1,3.0,2,66.69,860000,3936,47,7,04,08,2009
35404,סוקולוב 6,1,3.0,2,66.69,567000,3936,47,7,10,11,1998
35405,אלתרמן 12,1,3.0,1,65.0,1000000,5117,82,5,04,08,2009
35406,אלתרמן 12,1,3.0,1,65.0,658000,5117,82,5,08,03,2005
35407,אלתרמן 12,1,3.0,1,65.0,643000,5117,82,5,30,06,2004
35409,מבצע נחשון 4,1,3.0,1,70.9,1061000,5384,49,5,03,08,2009
35410,מבצע נחשון 4,1,3.0,1,70.9,758000,5384,49,5,18,05,2006
35411,מבצע נחשון 4,1,3.0,1,70.9,779000,5384,49,5,03,09,2002
35415,ברניצקי נתן 6,1,3.0,3,67.53,855000,3926,879,7,02,08,2009
35416,ברניצקי נתן 6,1,3.0,3,67.53,543000,3926,879,7,14,08,2005
35417,ברניצקי נתן 6,1,3.0,3,67.53,563000,3926,879,7,28,12,1999
35419,אבן חן 2,1,3.0,1,79.82,1590000,4746,32,2,02,08,2009
35420,אבן חן 2,1,3.0,1,79.82,1360000,4746,32,2,08,05,2009
35421,אבן חן 2,1,3.0,1,79.82,1090000,4746,32,2,08,05,2009
35424,המרגנית 4,1,3.0,1,62.0,850000,5036,57,20,24,07,2009
35425,המרגנית 4,1,3.0,1,62.0,551000,5036,57,20,11,03,1999
35426,יוחנן הסנדלר 10,1,3.0,5,72.62,900000,3929,938,20,23,07,2009
35427,יוחנן הסנדלר 10,1,3.0,5,72.62,565000,3929,938,20,28,02,2000
35428,שבטי ישראל 45,2,3.0,0,70.0,905000,4247,71,2,23,07,2009
35429,שבטי ישראל 45,2,3.0,0,70.0,683000,4247,71,2,04,09,2000
35430,מעגל השלום 25,1,3.0,1,76.0,1180000,5096,3,51,22,07,2009
35431,מעגל השלום 25,1,3.0,1,76.0,852000,5096,3,51,14,06,2002
35433,הצופים 11,1,3.0,8,73.3,1040000,3939,424,15,21,07,2009
35434,הצופים 11,1,3.0,8,73.3,670000,3939,424,15,28,04,2002
35442,קרית ספר 17,1,3.0,4,56.0,805000,3945,614,5,17,07,2009
35443,קרית ספר 17,1,3.0,4,56.0,379000,3945,614,5,06,08,2001
35445,קרון אהרון 10,1,3.0,4,67.07,685000,3925,280,13,16,07,2009
35446,קרון אהרון 10,1,3.0,4,67.07,553000,3925,280,13,18,03,2002
35449,קאפח 1,1,3.0,2,65.4,950000,5114,42,5,15,07,2009
35450,קאפח 1,1,3.0,2,65.4,728000,5114,42,5,13,09,2004
35453,ויניק 18,1,3.0,4,62.19,910000,3926,692,14,14,07,2009
35454,ויניק 18,1,3.0,4,62.19,530000,3926,692,14,22,11,2007
35456,קפלנסקי 39,1,3.0,2,59.08,820000,3926,1081,5,12,07,2009
35457,קפלנסקי 39,1,3.0,2,59.08,623000,3926,1081,5,16,05,2004
35458,ברון דבורה 4,1,3.0,3,64.64,780000,3945,611,9,10,07,2009
35459,ברון דבורה 4,1,3.0,3,64.64,536000,3945,611,9,06,02,1998
35462,גבעתי 16,1,3.0,4,62.0,745000,3930,350,16,07,07,2009
35463,גבעתי 16,1,3.0,4,62.0,552000,3930,350,16,28,11,2007
35464,הירמוך 14,1,3.0,2,72.0,740000,3923,279,22,07,07,2009
35465,הירמוך 14,1,3.0,2,72.0,561000,3923,279,22,23,06,2005
35468,קרל נטר 28,1,3.0,3,66.5,800000,3928,704,16,05,07,2009
35469,קרל נטר 28,1,3.0,3,66.5,536000,3928,704,16,11,06,2004
35473,הקלרנית 1,1,3.0,5,64.27,1030000,5183,34,22,03,07,2009
35474,הקלרנית 1,1,3.0,5,64.27,722000,5183,34,22,18,06,2007
35476,הורוביץ 33,1,3.0,4,63.67,760000,3926,602,13,02,07,2009
35477,הורוביץ 33,1,3.0,4,63.67,566000,3926,602,13,10,09,2007
35480,הברון הירש 6,1,3.0,4,64.0,700000,3928,337,7,30,06,2009
35481,הברון הירש 6,1,3.0,4,64.0,550000,3928,337,7,03,02,2009
35482,שוחט מניה 6,1,3.0,3,56.89,655000,3926,724,7,30,06,2009
35483,שוחט מניה 6,1,3.0,3,56.89,554000,3926,724,7,23,07,1999
35486,פינס 6,1,3.0,4,65.46,680000,3928,304,12,29,06,2009
35487,פינס 6,1,3.0,4,65.46,423000,3928,304,12,16,04,1999
35489,קרל נטר 20,1,3.0,3,64.37,760000,3928,709,9,28,06,2009
35490,קרל נטר 20,1,3.0,3,64.37,729000,3928,709,9,01,03,2009
35494,"הרשב""א 17",1,3.0,6,65.4,979000,5115,26,23,25,06,2009
35495,"הרשב""א 17",1,3.0,6,65.4,685000,5115,26,23,06,05,2004
35496,"הרשב""א 17",1,3.0,6,65.4,693000,5115,26,23,03,01,2002
35498,הצופים 9,1,3.0,5,73.3,1065000,3939,425,9,24,06,2009
35499,הצופים 9,1,3.0,5,73.3,658000,3939,425,9,25,02,2002
35501,דרובין יואל 23,1,3.0,3,69.93,945000,3926,698,9,24,06,2009
